DateCollared,DateDrilled,Ring,Hole,Rods,ActualLength,RigName
1/11/20 23:16,1/11/20 23:22,P10A,H1,1.200000048,2.099999905,RIG 1
1/11/20 23:24,1/11/20 23:36,P10A,H2,2.900000095,5.199999809,RIG 1
1/11/20 23:40,1/11/20 23:51,P10A,H3,3,5.300000191,RIG 1
1/11/20 23:53,2/11/20 0:05,P10A,H4,3.5,6.099999905,RIG 1
2/11/20 0:14,2/11/20 0:26,P11,H1,2.900000095,5.099999905,RIG 1
2/11/20 0:33,2/11/20 0:45,P11,H2,3,5.300000191,RIG 1
2/11/20 0:47,2/11/20 1:00,P11,H3,3.400000095,6,RIG 1
2/11/20 1:02,2/11/20 1:19,P11,H4,4.099999905,7.199999809,RIG 1
2/11/20 1:23,2/11/20 1:33,P11,H5,3.200000048,5.699999809,RIG 1
2/11/20 1:37,2/11/20 1:50,P11,H6,3,5.300000191,RIG 1
2/11/20 1:52,2/11/20 2:01,P11,H7,3,5.300000191,RIG 1
2/11/20 2:04,2/11/20 2:16,P11,H8,3.700000048,6.5,RIG 1
2/11/20 2:19,2/11/20 2:38,P11,H9,4.699999809,8.300000191,RIG 1
2/11/20 2:52,2/11/20 3:13,P11,H10,6.400000095,11.39999962,RIG 1
2/11/20 3:20,2/11/20 3:49,P11,H11,8.800000191,15.69999981,RIG 1
2/11/20 4:06,2/11/20 4:39,P11,H12,9,16.60000038,RIG 1
2/11/20 4:55,2/11/20 5:25,P11,H13,7.400000095,14.19999981,RIG 1
2/11/20 5:33,2/11/20 5:55,P11,H14,5.199999809,10.19999981,RIG 1
2/11/20 6:02,2/11/20 6:06,P11,H15,1.299999952,2.299999952,RIG 1
2/11/20 6:11,2/11/20 6:24,P11A,H7,3.299999952,5.800000191,RIG 1
2/11/20 6:30,2/11/20 7:01,P11A,H6,9.300000191,17.10000038,RIG 1
2/11/20 7:09,2/11/20 7:55,P11A,H5,7.599999905,13.5,RIG 1
2/11/20 8:02,2/11/20 8:06,P11A,H1,1.100000024,1.899999976,RIG 1
2/11/20 8:11,2/11/20 8:21,P11A,H2,3,5.199999809,RIG 1
2/11/20 8:26,2/11/20 11:03,P11A,H3,3.099999905,5.400000095,RIG 1
2/11/20 11:11,2/11/20 11:25,P11A,H4,3.700000048,6.599999905,RIG 1
2/11/20 11:34,2/11/20 11:48,P12,H1,3,5.400000095,RIG 1
2/11/20 11:51,2/11/20 12:11,P12,H2,3,5.300000191,RIG 1
2/11/20 12:16,2/11/20 12:28,P12,H3,3.299999952,5.800000191,RIG 1
2/11/20 12:32,2/11/20 12:54,P12,H4,4.199999809,7.400000095,RIG 1
2/11/20 12:58,2/11/20 13:11,P12,H5,3.200000048,5.699999809,RIG 1
2/11/20 13:16,2/11/20 13:26,P12,H6,2.900000095,5.099999905,RIG 1
2/11/20 13:30,2/11/20 13:47,P12,H7,3,5.400000095,RIG 1
2/11/20 13:52,2/11/20 14:01,P12,H15,1.899999976,3.299999952,RIG 1
2/11/20 14:04,2/11/20 14:26,P12,H14,4.800000191,9.300000191,RIG 1
2/11/20 14:33,2/11/20 15:11,P12,H13,7.099999905,13.5,RIG 1
2/11/20 15:17,2/11/20 15:55,P12,H12,9,16.5,RIG 1
2/11/20 16:25,2/11/20 17:03,P12,H11,9.300000191,16.60000038,RIG 1
2/11/20 17:43,2/11/20 18:19,P12,H10,6.5,11.69999981,RIG 1
2/11/20 18:27,2/11/20 18:47,P12,H9,4.699999809,8.399999619,RIG 1
2/11/20 18:55,2/11/20 19:07,P12,H8,3.700000048,6.5,RIG 1
2/11/20 19:17,2/11/20 19:36,P12A,H7,3.799999952,6.699999809,RIG 1
2/11/20 19:40,2/11/20 20:13,P12A,H6,9.199999809,17,RIG 1
2/11/20 20:23,2/11/20 23:40,P12A,H5,7.800000191,14,RIG 1
2/11/20 23:47,2/11/20 23:55,P12A,H1,1.299999952,2.299999952,RIG 1
2/11/20 23:57,3/11/20 0:13,P12A,H2,2.900000095,5.199999809,RIG 1
3/11/20 0:14,3/11/20 0:27,P12A,H3,3.099999905,5.400000095,RIG 1
3/11/20 0:30,3/11/20 0:44,P12A,H4,3.599999905,6.400000095,RIG 1
3/11/20 0:53,3/11/20 1:05,P13,H1,2.900000095,5.099999905,RIG 1
3/11/20 1:20,3/11/20 1:29,P13,H2,2.799999952,5,RIG 1
3/11/20 1:33,3/11/20 1:47,P13,H3,3.200000048,5.699999809,RIG 1
3/11/20 1:48,3/11/20 2:03,P13,H4,4.199999809,7.400000095,RIG 1
3/11/20 2:07,3/11/20 2:18,P13,H5,3.200000048,5.699999809,RIG 1
3/11/20 2:22,3/11/20 2:32,P13,H6,2.799999952,4.900000095,RIG 1
3/11/20 2:36,3/11/20 2:45,P13,H7,3,5.199999809,RIG 1
3/11/20 2:49,3/11/20 3:08,P13,H8,3.700000048,6.5,RIG 1
3/11/20 3:13,3/11/20 3:20,P13,H15,1.700000048,3,RIG 1
3/11/20 3:26,3/11/20 3:44,P13,H14,4.5,8.800000191,RIG 1
3/11/20 3:49,3/11/20 4:39,P13,H13,6.699999809,12.80000019,RIG 1
3/11/20 4:50,3/11/20 6:18,P13,H12,8.899999619,16.39999962,RIG 1
3/11/20 6:37,3/11/20 7:03,P13,H9-rev,4.800000191,8.5,RIG 1
3/11/20 7:06,3/11/20 7:48,P13,H11,9.5,17,RIG 1
3/11/20 7:56,3/11/20 11:27,P13,H10,6.900000095,12.30000019,RIG 1
3/11/20 11:42,3/11/20 11:55,P13A,H7,3.200000048,5.599999905,RIG 1
3/11/20 12:10,3/11/20 12:55,P13A,H6,9,16.70000076,RIG 1
3/11/20 12:56,3/11/20 13:30,P13A,H5,7.800000191,14,RIG 1
3/11/20 14:55,3/11/20 15:01,P13A,H1,1.299999952,2.299999952,RIG 1
3/11/20 15:06,3/11/20 15:18,P13A,H2,2.799999952,4.900000095,RIG 1
3/11/20 15:20,3/11/20 15:32,P13A,H3,2.900000095,5.199999809,RIG 1
3/11/20 15:33,3/11/20 15:57,P13A,H4,3.599999905,6.300000191,RIG 1
3/11/20 15:58,3/11/20 16:07,P14,H1,1.399999976,2.5,RIG 1
3/11/20 16:07,3/11/20 16:30,P14,H2,3.099999905,5.5,RIG 1
3/11/20 16:32,3/11/20 16:50,P14,H3,2.900000095,5.199999809,RIG 1
3/11/20 16:50,3/11/20 17:10,P14,H4,3,5.400000095,RIG 1
3/11/20 17:38,3/11/20 17:57,P14,H5,3.400000095,6,RIG 1
3/11/20 18:01,3/11/20 18:17,P15,H6,4,7.099999905,RIG 1
3/11/20 18:18,3/11/20 18:24,P15,H7,3.299999952,5.900000095,RIG 1
4/11/20 11:06,4/11/20 11:19,P15,H8,3,5.400000095,RIG 1
4/11/20 11:21,4/11/20 11:34,P15,H9,3,5.199999809,RIG 1
4/11/20 11:37,4/11/20 11:38,P15,H10,3.200000048,5.699999809,RIG 1
4/11/20 11:54,4/11/20 12:04,P16,H1,1.600000024,2.799999952,RIG 1
4/11/20 12:08,4/11/20 12:27,P16,H2,3,5.300000191,RIG 1
4/11/20 12:29,4/11/20 12:46,P16,H3,3,5.400000095,RIG 1
4/11/20 12:47,4/11/20 13:06,P16,H4,3.099999905,5.5,RIG 1
4/11/20 13:14,4/11/20 13:31,P16,H5,3.400000095,6,RIG 1
4/11/20 13:34,4/11/20 13:50,P16,H6,3.400000095,6,RIG 1
4/11/20 13:55,4/11/20 14:05,P16,H7,2.900000095,5.099999905,RIG 1
4/11/20 14:13,4/11/20 14:24,P16,H8,2.700000048,4.800000191,RIG 1
4/11/20 14:28,4/11/20 14:40,P16,H9,2.799999952,4.900000095,RIG 1
4/11/20 14:43,4/11/20 14:56,P16,H10,3.099999905,5.5,RIG 1
4/11/20 15:09,4/11/20 15:16,P18,H1,1.100000024,1.799999952,RIG 1
4/11/20 15:17,4/11/20 15:35,P18,H2,2.900000095,5.199999809,RIG 1
4/11/20 15:43,4/11/20 15:57,P18,H3,2.900000095,5.199999809,RIG 1
4/11/20 16:01,4/11/20 16:17,P18,H4,3,5.300000191,RIG 1
4/11/20 16:19,4/11/20 16:42,P18,H5,3.299999952,5.800000191,RIG 1
4/11/20 16:43,4/11/20 17:12,P17,H6,3.599999905,6.5,RIG 1
5/11/20 13:34,5/11/20 13:54,P17,H7,2.900000095,5.199999809,RIG 1
5/11/20 13:59,5/11/20 14:14,P17,H8,2.700000048,4.699999809,RIG 1
5/11/20 14:16,5/11/20 14:25,P17,H9,2.700000048,4.800000191,RIG 1
5/11/20 14:29,5/11/20 14:43,P17,H10,2.900000095,5.199999809,RIG 1
5/11/20 14:51,5/11/20 15:05,P18A,H1,2.099999905,3.799999952,RIG 1
5/11/20 15:09,5/11/20 15:27,P18A,H2,3,5.199999809,RIG 1
5/11/20 15:29,5/11/20 15:52,P18A,H3,3,5.300000191,RIG 1
5/11/20 15:55,5/11/20 16:16,P18A,H4,3.299999952,5.900000095,RIG 1
5/11/20 16:29,5/11/20 16:30,P19,H1,1.299999952,2.200000048,RIG 1
5/11/20 16:37,5/11/20 16:41,P19,H2,3.099999905,5.5,RIG 1
5/11/20 16:54,5/11/20 17:03,P19,H3,3,5.300000191,RIG 1
5/11/20 17:06,5/11/20 17:19,P19,H4,3.099999905,5.599999905,RIG 1
5/11/20 17:22,5/11/20 17:43,P19,H5,3.099999905,5.400000095,RIG 1
5/11/20 17:45,5/11/20 17:53,P19,H6,2.200000048,3.900000095,RIG 1
5/11/20 17:55,5/11/20 18:03,P19,H7,2.099999905,3.599999905,RIG 1
5/11/20 18:06,5/11/20 18:15,P19,H8,2.299999952,4.099999905,RIG 1
5/11/20 18:18,5/11/20 18:29,P19,H9,3.099999905,5.5,RIG 1
5/11/20 18:37,5/11/20 18:55,P19,H10,3.799999952,6.800000191,RIG 1
5/11/20 18:59,5/11/20 19:10,P19,H11,2.799999952,5,RIG 1
5/11/20 19:14,5/11/20 19:15,P19A,H1,1,1.700000048,RIG 1
5/11/20 19:19,5/11/20 19:33,P19A,H2,2.799999952,5,RIG 1
5/11/20 19:37,5/11/20 19:50,P19A,H3,2.900000095,5.099999905,RIG 1
5/11/20 19:52,5/11/20 20:04,P19A,H4,3.099999905,5.5,RIG 1
5/11/20 20:07,5/11/20 20:17,L1,H5,2.400000095,4.199999809,RIG 1
5/11/20 20:19,5/11/20 20:26,L1,H6,1.899999976,3.400000095,RIG 1
5/11/20 20:29,5/11/20 20:38,L1,H7,1.899999976,3.299999952,RIG 1
6/11/20 3:55,6/11/20 4:01,R2A,H3,2.599999905,4.599999905,RIG 1
6/11/20 4:56,6/11/20 4:56,R2A,H1,7.400000095,13.30000019,RIG 1
6/11/20 5:17,6/11/20 5:29,L1A,H4,3,5.400000095,RIG 1
6/11/20 6:12,6/11/20 6:12,L1A,H1,0.899999976,1.5,RIG 1
6/11/20 6:14,6/11/20 6:28,L1A,H2,2.799999952,5,RIG 1
6/11/20 6:32,6/11/20 6:44,L1A,H3,2.799999952,5,RIG 1
6/11/20 6:46,6/11/20 6:56,L2,H1,2.200000048,3.799999952,RIG 1
6/11/20 7:02,6/11/20 7:12,L2,H2,2.799999952,5,RIG 1
6/11/20 7:15,6/11/20 7:27,L2,H3,3,5.300000191,RIG 1
6/11/20 7:30,6/11/20 7:47,L2,H4,3.200000048,5.699999809,RIG 1
6/11/20 7:49,6/11/20 7:57,L2,H5,2,3.599999905,RIG 1
6/11/20 8:01,6/11/20 8:07,L2,H6,1.5,2.599999905,RIG 1
6/11/20 8:08,6/11/20 8:19,L2,H7,1.5,2.700000048,RIG 1
6/11/20 8:23,6/11/20 10:57,R3A,H2,9.300000191,17.10000038,RIG 1
6/11/20 11:02,6/11/20 11:03,R3A,H3,2.299999952,4,RIG 1
6/11/20 11:13,6/11/20 11:34,R3A,H1,6.800000191,12.10000038,RIG 1
6/11/20 11:42,6/11/20 11:42,L2A,H1,0.800000012,1.399999976,RIG 1
6/11/20 11:47,6/11/20 12:05,L2A,H2,2.599999905,4.5,RIG 1
6/11/20 12:06,6/11/20 12:16,L2A,H3,2.900000095,5.099999905,RIG 1
6/11/20 12:18,6/11/20 12:30,L2A,H4,3,5.400000095,RIG 1
6/11/20 12:34,6/11/20 12:35,L3,H1,1.799999952,3.099999905,RIG 1
6/11/20 12:42,6/11/20 12:52,L3,H2,2.900000095,5.099999905,RIG 1
6/11/20 12:57,6/11/20 13:08,L3,H3,2.900000095,5.099999905,RIG 1
6/11/20 13:18,6/11/20 13:56,L3,H4,3.200000048,5.699999809,RIG 1
6/11/20 13:58,6/11/20 14:06,L3,H5,2,3.400000095,RIG 1
6/11/20 14:08,6/11/20 14:13,L3,H6,1.299999952,2.299999952,RIG 1
6/11/20 14:15,6/11/20 14:20,L3,H7,1.399999976,2.299999952,RIG 1
6/11/20 14:23,6/11/20 14:27,R3,H16,1.399999976,2.400000095,RIG 1
6/11/20 14:32,6/11/20 14:34,R3,H15,3.5,7,RIG 1
6/11/20 14:49,6/11/20 15:10,R3,H14,5.099999905,9.800000191,RIG 1
6/11/20 15:19,6/11/20 15:47,R3,H13,7.400000095,14.19999981,RIG 1
6/11/20 16:20,6/11/20 16:23,R3,H8,1.600000024,2.799999952,RIG 1
6/11/20 16:29,6/11/20 17:02,R3,H12,9.199999809,17,RIG 1
6/11/20 17:12,6/11/20 17:46,R3,H11,8.699999809,15.60000038,RIG 1
6/11/20 17:54,6/11/20 18:13,R3,H10,4.900000095,8.800000191,RIG 1
6/11/20 18:17,6/11/20 18:18,R3,H9,2.700000048,4.699999809,RIG 1
6/11/20 18:34,6/11/20 19:10,R4A,H1,9.399999619,17.29999924,RIG 1
6/11/20 19:19,6/11/20 19:40,R4,H14,5.099999905,9.800000191,RIG 1
6/11/20 19:46,6/11/20 20:20,R4,H13,7.400000095,14.10000038,RIG 1
6/11/20 20:27,7/11/20 0:22,R4,H12,9.199999809,17,RIG 1
7/11/20 0:28,7/11/20 0:59,R4,H11,8,14.19999981,RIG 1
7/11/20 1:05,7/11/20 1:25,R4,H10,4.199999809,7.5,RIG 1
7/11/20 1:43,7/11/20 1:43,R4,H9,2.299999952,4,RIG 1
7/11/20 1:47,7/11/20 1:56,R4,H8,1.399999976,2.400000095,RIG 1
7/11/20 2:05,7/11/20 3:29,L4,H7,1.100000024,2,RIG 1
7/11/20 3:32,7/11/20 3:38,L4,H6,1.100000024,1.799999952,RIG 1
7/11/20 3:50,7/11/20 3:50,L4,H5-rev,1.799999952,3.200000048,RIG 1
7/11/20 3:52,7/11/20 4:00,L4,H1,1.600000024,2.700000048,RIG 1
7/11/20 4:01,7/11/20 4:11,L4,H2,2.700000048,4.699999809,RIG 1
7/11/20 4:13,7/11/20 4:21,L4,H3,2.700000048,4.800000191,RIG 1
7/11/20 4:27,7/11/20 4:37,L4,H4,2.900000095,5.199999809,RIG 1
7/11/20 4:42,7/11/20 4:52,L3A,H1,2.799999952,5,RIG 1
7/11/20 4:56,7/11/20 5:06,L3A,H2,2.799999952,5,RIG 1
7/11/20 5:18,7/11/20 5:52,R5A,H1,9.399999619,17.20000076,RIG 1
7/11/20 6:41,7/11/20 6:41,R5,H13,7.5,14.19999981,RIG 1
7/11/20 6:45,7/11/20 7:18,R5,H11,8,14.30000019,RIG 1
7/11/20 7:24,7/11/20 8:04,R5,H12,9.300000191,17,RIG 1
7/11/20 8:07,7/11/20 12:03,R6A,H3,9.300000191,17,RIG 1
7/11/20 12:18,7/11/20 12:33,R5,H10,4.099999905,7.199999809,RIG 1
7/11/20 12:35,7/11/20 12:43,R5,H9,2.200000048,3.799999952,RIG 1
7/11/20 12:44,7/11/20 12:50,R5,H8,1.299999952,2.200000048,RIG 1
7/11/20 12:51,7/11/20 13:01,R6A,H1,2.700000048,4.800000191,RIG 1
7/11/20 13:14,7/11/20 13:14,R6A,H2,2.700000048,4.800000191,RIG 1
7/11/20 13:27,7/11/20 13:27,R6,H1,2.099999905,3.599999905,RIG 1
7/11/20 13:37,7/11/20 13:46,R6,H2,2.700000048,4.699999809,RIG 1
7/11/20 13:47,7/11/20 13:53,R6,H3,2.799999952,5,RIG 1
7/11/20 14:03,7/11/20 14:10,R6,H4,2,3.5,RIG 1
7/11/20 14:11,7/11/20 14:16,R6,H5,1,1.600000024,RIG 1
7/11/20 14:17,7/11/20 14:19,R6,H6,0.600000024,1.100000024,RIG 1
7/11/20 14:22,7/11/20 14:26,R6,H7,1.100000024,1.799999952,RIG 1
7/11/20 14:27,7/11/20 14:35,R6,H8,1.899999976,3.400000095,RIG 1
7/11/20 14:36,7/11/20 14:49,R6,H9,3.400000095,6.099999905,RIG 1
7/11/20 14:55,7/11/20 15:29,R6,H12-rev,9.199999809,17,RIG 1
7/11/20 15:35,7/11/20 16:08,R6,H11,9.5,17.39999962,RIG 1
7/11/20 16:16,7/11/20 16:30,R6,H10-rev,6,10.69999981,RIG 1
7/11/20 18:01,7/11/20 18:07,R1,H9,1.700000048,2.900000095,RIG 1
7/11/20 18:15,7/11/20 18:16,R1A,H8,2.799999952,5,RIG 1
7/11/20 18:30,7/11/20 18:47,R1,H8,4.400000095,7.800000191,RIG 1
7/11/20 18:51,7/11/20 19:10,R1,H7,5.199999809,9.199999809,RIG 1
7/11/20 19:20,7/11/20 19:23,R1A,H7,5.400000095,9.600000381,RIG 1
7/11/20 19:48,7/11/20 19:49,R1C,H11,1.700000048,3,RIG 1
7/11/20 19:58,7/11/20 19:58,R1C,H10,4.400000095,7.699999809,RIG 1
7/11/20 20:21,8/11/20 0:11,R1C,H9,5.099999905,9.199999809,RIG 1
8/11/20 0:18,8/11/20 0:42,R1,H6,5.900000095,10.60000038,RIG 1
8/11/20 0:43,8/11/20 1:14,R1,H5,5.800000191,10.39999962,RIG 1
8/11/20 1:18,8/11/20 1:45,R1A,H6,5.900000095,10.60000038,RIG 1
8/11/20 1:59,8/11/20 2:04,R2,H9,1.600000024,2.799999952,RIG 1
8/11/20 2:18,8/11/20 2:38,R2,H8,4.300000191,7.699999809,RIG 1
8/11/20 2:54,8/11/20 2:54,R1E,H8,2.700000048,4.900000095,RIG 1
8/11/20 3:00,8/11/20 3:21,R2,H7,5.099999905,9.100000381,RIG 1
8/11/20 3:27,8/11/20 3:50,R1E,H7,5.300000191,9.5,RIG 1
8/11/20 3:53,8/11/20 4:12,R2,H6,5.900000095,10.5,RIG 1
8/11/20 4:15,8/11/20 5:14,R1E,H6,5.900000095,10.60000038,RIG 1
8/11/20 5:53,8/11/20 5:53,R2,H5,5.900000095,10.5,RIG 1
8/11/20 6:00,8/11/20 6:29,R1C,H8,5.900000095,10.5,RIG 1
8/11/20 6:36,8/11/20 7:06,R1C,H7,5.900000095,10.5,RIG 1
8/11/20 7:48,8/11/20 8:14,R1A,H5,5.900000095,10.39999962,RIG 1
8/11/20 12:04,8/11/20 12:04,R1C,H6,6.199999809,11,RIG 1
8/11/20 13:22,8/11/20 14:01,R1B,H2,6.199999809,11,RIG 1
8/11/20 14:13,8/11/20 14:30,R1C,H5,5.900000095,10.5,RIG 1
8/11/20 14:43,8/11/20 15:21,R1B,H1,6.199999809,11,RIG 1
8/11/20 16:03,8/11/20 16:30,R1A,H4,6.099999905,11,RIG 1
8/11/20 17:14,8/11/20 17:45,R1,H4-rev,5.800000191,10.39999962,RIG 1
8/11/20 17:59,8/11/20 18:19,R1A,H3,5.900000095,10.5,RIG 1
8/11/20 18:30,8/11/20 18:52,R1,H3,5.900000095,10.60000038,RIG 1
8/11/20 18:55,8/11/20 19:08,R1,H2,3.099999905,5.400000095,RIG 1
8/11/20 19:09,8/11/20 19:13,R1,H1,1,1.799999952,RIG 1
8/11/20 19:14,8/11/20 19:33,R1A,H2,4.300000191,7.699999809,RIG 1
8/11/20 19:44,8/11/20 19:51,R1A,H1,2,3.5,RIG 1
8/11/20 20:11,8/11/20 20:33,R1E,H5,5.900000095,10.5,RIG 1
9/11/20 1:20,9/11/20 2:01,R1D,H2,6.199999809,11,RIG 1
9/11/20 2:12,9/11/20 2:47,R1C,H4,6.199999809,11.10000038,RIG 1
9/11/20 3:00,9/11/20 3:06,R1C,H3,5.900000095,10.60000038,RIG 1
9/11/20 3:43,9/11/20 3:56,R1C,H2,3,5.199999809,RIG 1
9/11/20 3:58,9/11/20 4:00,R1C,H1,1,1.600000024,RIG 1
9/11/20 4:44,9/11/20 5:00,R1E,H2,4.400000095,7.800000191,RIG 1
9/11/20 5:06,9/11/20 5:43,R1D,H1,6.199999809,11.10000038,RIG 1
9/11/20 5:50,9/11/20 5:58,R1E,H1,1.899999976,3.400000095,RIG 1
9/11/20 6:43,9/11/20 7:25,R1E,H4,6.199999809,11,RIG 1
9/11/20 7:28,9/11/20 7:52,R1E,H3,5.900000095,10.60000038,RIG 1
9/11/20 8:01,9/11/20 8:34,R2,H4,5.900000095,10.5,RIG 1
9/11/20 11:29,9/11/20 11:48,R2,H3,6,10.69999981,RIG 1
9/11/20 11:57,9/11/20 12:08,R2,H2,3,5.199999809,RIG 1
9/11/20 12:11,9/11/20 12:14,R2,H1,0.899999976,1.600000024,RIG 1
9/11/20 12:18,9/11/20 12:18,R3,H6,1.299999952,2.200000048,RIG 1
9/11/20 12:26,9/11/20 12:30,R3,H5,3.099999905,5.5,RIG 1
9/11/20 12:48,9/11/20 12:59,R3,H4,3,5.300000191,RIG 1
9/11/20 13:02,9/11/20 13:20,R3,H3,3,5.300000191,RIG 1
9/11/20 13:23,9/11/20 13:34,R3,H2,3,5.400000095,RIG 1
9/11/20 13:43,9/11/20 13:48,R3,H1,1.200000048,2.099999905,RIG 1
9/11/20 13:56,9/11/20 13:56,R4,H6,1.299999952,2.299999952,RIG 1
9/11/20 14:03,9/11/20 14:30,R4,H5,4.400000095,7.900000095,RIG 1
9/11/20 14:35,9/11/20 14:54,R4,H4,5.599999905,10,RIG 1
9/11/20 14:58,9/11/20 15:03,R4,H1,1.700000048,3,RIG 1
9/11/20 15:06,9/11/20 15:28,R4,H3,6,10.69999981,RIG 1
9/11/20 15:31,9/11/20 15:56,R4,H2,5.800000191,10.30000019,RIG 1
9/11/20 16:03,9/11/20 16:25,R4A,H2,6.099999905,10.80000019,RIG 1
9/11/20 16:32,9/11/20 16:45,R4A,H1,3.799999952,6.699999809,RIG 1
9/11/20 16:49,9/11/20 16:50,R5,H6,1.299999952,2.299999952,RIG 1
9/11/20 16:57,10/11/20 0:05,R5,H5,4.300000191,7.599999905,RIG 1
10/11/20 0:08,10/11/20 0:32,R5,H4,5.400000095,9.600000381,RIG 1
10/11/20 0:41,10/11/20 1:01,R5,H3,5.800000191,10.39999962,RIG 1
10/11/20 1:05,10/11/20 1:12,R5,H1,1.899999976,3.400000095,RIG 1
10/11/20 1:17,10/11/20 1:48,R5,H2,6,10.60000038,RIG 1
10/11/20 1:53,10/11/20 2:09,R5A,H1,3.900000095,6.900000095,RIG 1
